id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
6591,4,936,,"WTA Melbourne, Australien Frauen Einzel","WTA Melbourne, Australia Women Singles","WTA Melbourne, Australia Indiv Fem.","Melbourne, Australie Simple Dames",WTA メルボルン、オーストラリア 女子シングルス,"WTA 멜버른, 호주 여자 단식","WTA Melbourne, Austrália Singulares Femininos","WTA Мельбурн, Австралия Женщины Одиночки","WTA เมลเบิร์น, ออสเตรเลีย วูเมน ซิงเกิ้ล","WTA Melbourne, Avustralya Kadınlar Tekler","WTA Melbourne, Australia Women Singles","WTA墨尔本, 澳大利亚, 单打"
41075,4,928,,,,,,,,,,,,,
7176,4,928,"ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles","ATP Challenger St Petersburg 2, Russia Men Doubles"
6805,4,928,,"ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles","ATP Challenger Concepcion, Chile Men Singles"
9944,4,923,"ATP Atlanta, USA Men Singles","ATP Atlanta, USA Männer Einzel","ATP Atlanta, Usa Men Singles","ATP Atlanta, EEUU Individual Masculino","Atlanta, USA, Simple Messieurs",ATP アトランタ、アメリカ男子シングルス,"ATP 아틀란타, 미국 남자 단식","ATP Atlanta, EUA, Singulares Masculinos","ATP Атланта, США Мужчины Одиночный разряд","ATP แอตแลนต้า, สหรัฐอเมริกา ผู้ชาย ซิงเกิ้ล","ATP Atlanta, ABD Erkekler Tekler","ATP Atlanta, Mỹ Đơn Nam",ATP亚特兰大站，美国，男单
12860,4,936,"WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles","WTA Chicago 2, Usa Women Singles"
45556,4,928,,,,,,,,,,,,,
5328,4,978,,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba,SRL Fall Invitational Cochabamba
6610,4,923,,"ATP Adelaide, Australien Männer Einzel","ATP Adelaide, Australia Men Singles","ATP Adelaida, Australia Individual Masculino","Adélaïde, Australie, Simple Messieurs",ATP アデレード、オーストラリア 男子シングルス,"ATP 애들레이드, 호주 남자 단식","ATP Adelaide, Austrália Singulares Masculinos","ATP Аделаида, Австралия Мужчины Одиночный","ATP แอดิเลด, ออสเตรเลีย ผู้ชาย ซิงเกิ้ล","ATP Adelaide, Avustralya Erkekler Tekler","ATP Adelaide, Úc Đơn Nam",ATP阿德莱德站，澳大利亚，男单
7263,4,928,"ATP Challenger Santiago, Chile Men Singles","ATP Challenger Santiago Einzel Männer, Chile","ATP Challenger Santiago, Chile Men Singles","ATP Challenger Santiago, Chile Indiv. Masc.","Santiago, Chili, Simple Messieurs",ATP チャレンジャーサンティアゴ、チリ男子シングルス,"ATP Challenger Santiago, Chile Men Singles","ATP Challenger Santiago, Chile SM","ATP Challenger Santiago, Chile Men Singles","ATP Challenger Santiago, Chile Men Singles","ATP Challenger Santiago, Şili Tek Erkekler","ATP Challenger Santiago, Chile Đơn Nam",ATP挑战赛圣地亚哥，智利，单打
123448,4,978,,,,,,,,,,,,,
34209,4,978,,,,,,,,,,,,,
9966,4,931,"WTA 125K Charleston, USA Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125K Charleston, USA Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125K Charleston, USA Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125K Charleston, USA Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125k Charleston, Usa Women Singles","WTA 125K Charleston, USA Women Singles","WTA 125k Charleston, Usa Women Singles"
49305,4,928,,,,,,,,,,,,,
127380,4,978,,,,,,,,,,,,,
4240,4,943,"US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","EUA Pro Tennis Series, Feminino","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women","US Pro Tennis Series, Women"
14926,4,928,"ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles","ATP Challenger Roanne, France Men Doubles"
8965,4,928,"ATP Challenger Almaty, Kazakhstan Men Double","ATP Challenger Almaty Männer Doppel, Kasachstan","ATP Challenger Almaty, Kazakhstan Men Double","ATP Challenger Almaty, Kazajistán Dobles Masculino","Almaty, Kazakhstan, Double Messieurs",ATP チャレンジャーアルマトイ、カザフスタン男子ダブル,"ATP Challenger Almaty, Kazakhstan Men Double","ATP Challenger Almaty, Cazaquistão, PM","ATP Challenger Almaty, Kazakhstan Men Double","ATP Challenger Almaty, Kazakhstan Men Double","ATP Challenger Almatı, Kazakistan Erk. Çiftler","ATP Challenger Almaty, Kazakhstan Đôi Nam",ATP挑战赛阿拉木图，哈萨克斯坦，双打
7415,4,928,"سلسلة التحدي ليل, فرنسا زوجي رجال ATP","ATP Challenger Lille Männer Doppel, Frankreich","ATP Challenger Lille, France Men Doubles","ATP Challenger Lille, Francia Dobles Masc.","Lille, France, Double Messieurs",ATP チャレンジャーリール、フランス男子ダブル,"ATP 챌린저 릴, 프랑스 남자 복식","ATP Challenger Lille, França PM","ATP Челленджер Лилль, Франция Мужчины Пары","ATP Challenger Lille, France Men Doubles","ATP Challenger Lille, Fransa Erkekler Çiftler","ATP Challenger Lille, Pháp Đôi Nam",ATP里尔挑战赛，法国男双
76476,4,923,,,,,,,,,,,,,
15284,4,931,"WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles","WTA 125k Montevideo, Uruguay Women Singles"
96178,4,936,,,,,,,,,,,,,
39661,4,931,,,,,,,,,,,,,
40427,4,928,,,,,,,,,,,,,
9953,4,928,"ATP Challenger Segovia, Spain Men Singles","ATP Challenger Segovia Einzel Männer, Spanien","ATP Challenger Segovia, Spain Men Singles","ATP Challenger Segovia, España Indiv. Masc.","Ségovie, Espagne, Simple Messieurs",ATP チャレンジャーセゴビア、スペイン男子シングルス,"ATP Challenger Segovia, Spain Men Singles","ATP Challenger Segovia, Espanha SM","ATP Challenger Segovia, Spain Men Singles","ATP Challenger Segovia, Spain Men Singles","ATP Challenger Segovia, İspanya Tek Erkekler","ATP Challenger Segovia, Tây Ban Nha Đơn Nam",ATP挑战赛塞戈维亚，西班牙，单打
14661,4,928,"ATP Challenger Bergamo, Italy Men Doubles","ATP Challenger Bergamo Männer Doppel, Italien","ATP Challenger Bergamo, Italy Men Doubles","ATP Challenger Bérgamo, Italia Dobles Masculino","Bergame, Italie, Double Messieurs",ATP チャレンジャーベルガモ、イタリア男子ダブル,"ATP Challenger Bergamo, Italy Men Doubles","ATP Challenger Bergamo, Itália, PM","ATP Challenger Bergamo, Italy Men Doubles","ATP Challenger Bergamo, Italy Men Doubles","ATP Challenger Bergamo, İtalya Erkekler Çiftler","ATP Challenger Bergamo, Ý Đôi Nam",ATP挑战赛贝加莫，意大利，双打
4177,4,928,,"ATP Challenger Cordenons Einzel Männer, Italien","ATP Challenger Cordenons, Italy Men Singles","ATP Challenger Cordenons, Italia Indiv. Masc.","Cordenons, Italie, Simple Messieurs",ATP チャレンジャーコルデノンス、イタリア男子シングルス,"ATP Challenger Cordenons, Italy Men Singles","ATP Challenger Cordenons, Itália SM","ATP Challenger Cordenons, Italy Men Singles","ATP Challenger Cordenons, Italy Men Singles","ATP Challenger Cordenons, İtalya Erkekler Tekler","ATP Challenger Cordenons, Ý Đơn Nam","ATP Challenger Cordenons, Italy Men Singles"
11916,4,931,"WTA 125k Karlsruhe, Germany Women Double","WTA 125K Karlsruhe Doppel Frauen, Deutschland","WTA 125k Karlsruhe, Germany Women Double","WTA 125K Karlsruhe, Alemania Dobles Fem.","Karlsruhe, Allemagne, Double Dames",WTA 125K カールスルーエ、ドイツ 女子ダブルス,"WTA 125k Karlsruhe, Germany Women Double","WTA 125K Karlsruhe, Alemanha Pares Femininos","WTA 125k Karlsruhe, Germany Women Double","WTA 125k Karlsruhe, Germany Women Double","WTA 125K Karlsruhe, Almanya Kadınlar Çiftler","WTA 125K Karlsruhe, Đức Đôi Nữ",WTA 125K 卡尔斯鲁厄站，德国，女双
33964,4,936,,,,,,,,,,,,,
87091,4,978,,,,,,,,,,,,,
12168,4,936,"WTA Luxembourg, Luxembourg Women Singles","WTA Luxemburg Frauen Einzel, Luxemburg","WTA Luxembourg, Luxembourg Women Singles","WTA Luxemburgo, Luxembourg Indiv. Fem.","Luxembourg, Luxembourg, Simple Dames",WTA ルクセンブルグ、ルクセンブルグ 女子シングルス,"WTA 룩셈부르크, 룩셈부르크 여자 단식","WTA Luxemburgo, Luxemburgo Singulares Femininos","WTA Люксембург, Люксембург Женщины Одиночки","WTA ลักเซมเบิร์ก, ลักเซมเบิร์ก วูเมน ซิงเกิ้ล","WTA Lüksemburg, Lüksemburg Tek Kadınlar","WTA Lúc-Xăm-Bua, Lúc-Xăm-Bua Đơn Nữ",WTA卢森堡，单打
32809,4,978,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev,UFC 280: Oliveira vs. Makhachev
54635,4,921,At&t Byron Nelson 2023,At&t Byron Nelson 2023,AT&T Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023,At&t Byron Nelson 2023
76328,4,928,,,,,,,,,,,,,
13880,4,928,"ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles","ATP Challenger Losinj, Croatia Men Singles"
53052,4,928,,,,,,,,,,,,,
33155,4,921,"Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1","Dana White Contender Series: Season 6, Week 1"
36082,4,931,,,,,,,,,,,,,
30157,4,1,"ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Thailand F11, Men Singles","ITF Tayland F11, Erkekler Tekler","ITF Thái Lan F11, Đơn Nam","ITF Thailand F11, Men Singles"
12033,4,921,"SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women","SRL Summer Invitational Hamilton, New Zealand, Women"
7130,4,928,"ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles","ATP Challenger St Petersburg 2, Russia Men Singles"
103898,4,978,,,,,,,,,,,,,
5900,4,928,,ATP Challenger Florianopolis Doppel Männer,"ATP Challenger Florianopolis, Brazil Men Double","ATP Challenger Florianópolis, Brasil Dobles Masc.","Florianopolis, Brésil, Double Messieurs",ATP チャレンジャーフロリアノポリス、ブラジル男子ダブルス,"ATP Challenger Florianopolis, Brazil Men Double","ATP Challenger Florianópolis, Brasil PM","ATP Challenger Флорианополис, Бразилия Мужчины Пар","ATP ชาเลนเจอร์ โฟลเรียนอโปลิส, บราซิล ชาย คู่","ATP Challenger Florianopolis, Brezilya Erk. Çift.","ATP Challenger Florianopolis, Brazil Đôi Nam",ATP挑战赛弗洛里安波利斯，巴西，男双
111381,4,936,,,,,,,,,,,,,
4807,4,936,,"WTA Straßburg Frauen Einzel, Frankreich","WTA Strasbourg, France Women Singles","WTA Estrasburgo, Francia Indiv. Fem.","Strasbourg, France, Simple Dames",WTA ストラスブール、フランス 女子シングルス,"WTA 스트라스부르, 프랑스 여자 단식","WTA Estrasburgo, França Singulares Femininos","WTA Страсбург, Франция Женщины Одиночки","WTA สตราส์บูร์ก, ฝรั่งเศส วูเมน ซิงเกิ้ล","WTA Strasbourg, Fransa Kadınlar Tekler","WTA Strasbourg, Pháp Đơn Nữ",WTA斯特拉斯堡，法国，单打
10657,4,928,"ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italya Tek Erkekler","ATP Challenger Verona, Italy Men Singles","ATP Challenger Verona, Italy Men Singles"
11804,4,921,"SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women","SRL Summer Invitational Bishkek, Kyrgyzstan, Women"
