id,name,sportId,sportName,groupId,groupName,isMultilineMarket,isFreeText
28169,Winner,33,Bowls,1.0,Main,False,False
154,{!goalnr} goal,58,Australian Rules,1.0,Main,False,False
44685,{!quarternr} quarter - {$competitor1} total,58,Australian Rules,29.0,Quarter Markets,True,False
44686,{!quarternr} quarter - {$competitor2} total,58,Australian Rules,29.0,Quarter Markets,True,False
28353,{!quarternr} quarter - 1x2,58,Australian Rules,29.0,Quarter Markets,False,False
28292,{!quarternr} quarter - handicap,58,Australian Rules,29.0,Quarter Markets,True,False
28823,{!quarternr} quarter - odd/even,58,Australian Rules,29.0,Quarter Markets,False,False
28286,{!quarternr} quarter - total,58,Australian Rules,29.0,Quarter Markets,True,False
333212,{!quarternr} Quarter - Winning Margin,58,Australian Rules,29.0,Quarter Markets,False,False
77,{$competitor1} total,58,Australian Rules,6.0,Goals,True,False
78,{$competitor2} total,58,Australian Rules,6.0,Goals,True,False
453502,12 2nd Half,58,Australian Rules,34.0,Half Markets,False,False
304038,12 Halftime,58,Australian Rules,34.0,Half Markets,False,False
456381,12 Including Overtime,58,Australian Rules,1.0,Main,False,False
333196,1st Half -  Asian Total,58,Australian Rules,3.0,1st Half,True,False
134,1st half - {$competitor1} total,58,Australian Rules,3.0,1st Half,True,False
135,1st half - {$competitor2} total,58,Australian Rules,3.0,1st Half,True,False
122,1st half - 1x2,58,Australian Rules,3.0,1st Half,False,False
333209,1st Half - Asian Handicap,58,Australian Rules,3.0,1st Half,True,False
125,1st half - draw no bet,58,Australian Rules,3.0,1st Half,False,False
127,1st half - handicap,58,Australian Rules,3.0,1st Half,True,False
138,1st half - odd/even,58,Australian Rules,398.0,Odd/Even,False,False
131,1st half - total,58,Australian Rules,3.0,1st Half,True,False
7592,1st half - which team wins the rest,58,Australian Rules,3.0,1st Half,False,False
28397,1st half - winning margin,58,Australian Rules,34.0,Half Markets,False,False
310146,1st Period Odd/Even,58,Australian Rules,398.0,Odd/Even,False,False
310147,1st Period Winner,58,Australian Rules,29.0,Quarter Markets,False,False
288134,1st Period Winner Home/Away,58,Australian Rules,29.0,Quarter Markets,False,False
1,1x2,58,Australian Rules,1.0,Main,False,False
94,1x2 & total,58,Australian Rules,23.0,Combo,True,False
2012161,1X2 2nd Half,58,Australian Rules,4.0,2nd Half,False,False
150,2nd half - handicap,58,Australian Rules,4.0,2nd Half,True,False
156,2nd half - total,58,Australian Rules,4.0,2nd Half,True,False
1439791,2nd Period Winner,58,Australian Rules,29.0,Quarter Markets,False,False
295817,2nd Period Winner Home/Away,58,Australian Rules,29.0,Quarter Markets,False,False
315523,3rd Period Odd/Even,58,Australian Rules,398.0,Odd/Even,False,False
1439792,3rd Period Winner,58,Australian Rules,29.0,Quarter Markets,False,False
310148,3rd Period Winner Home/Away,58,Australian Rules,29.0,Quarter Markets,False,False
1439793,4th Period Winner,58,Australian Rules,29.0,Quarter Markets,False,False
310153,4th Period Winner Home/Away,58,Australian Rules,29.0,Quarter Markets,False,False
2848983,AFL Premiership - Awards - Brownlow Medal,58,Australian Rules,,,False,False
2233274,AFL Premiership - Awards - Brownlow Medal - Top 10,58,Australian Rules,,,False,False
2233275,AFL Premiership - Awards - Brownlow Medal - Top 20,58,Australian Rules,,,False,False
2233273,AFL Premiership - Awards - Brownlow Medal - Top 5,58,Australian Rules,,,False,False
2229738,AFL Premiership - Awards - Gary Ayres Medallist,58,Australian Rules,,,False,False
3213579,AFL Premiership - Brownlow Medal - Team Votes Adelaide Crows,58,Australian Rules,,,False,False
3262183,AFL Premiership - Brownlow Medal - Team Votes Brisbane Lions,58,Australian Rules,,,False,False
3289520,AFL Premiership - Brownlow Medal - Team Votes Carlton Blues,58,Australian Rules,,,False,False
3213594,AFL Premiership - Brownlow Medal - Team Votes Essendon Bombers,58,Australian Rules,,,False,False
3245222,AFL Premiership - Brownlow Medal - Team Votes Fremantle Dockers,58,Australian Rules,,,False,False
3245322,AFL Premiership - Brownlow Medal - Team Votes Geelong Cats,58,Australian Rules,,,False,False
3289746,AFL Premiership - Brownlow Medal - Team Votes Gold Coast Suns,58,Australian Rules,,,False,False
3289864,AFL Premiership - Brownlow Medal - Team Votes Greater Western Sydney Giants,58,Australian Rules,,,False,False
3213596,AFL Premiership - Brownlow Medal - Team Votes Hawthorn Hawks,58,Australian Rules,,,False,False
3262184,AFL Premiership - Brownlow Medal - Team Votes Melbourne Demons,58,Australian Rules,,,False,False
3213598,AFL Premiership - Brownlow Medal - Team Votes North Melbourne Kangaroos,58,Australian Rules,,,False,False
3213599,AFL Premiership - Brownlow Medal - Team Votes Port Adelaide Power,58,Australian Rules,,,False,False
3289748,AFL Premiership - Brownlow Medal - Team Votes Richmond Tigers,58,Australian Rules,,,False,False
3245323,AFL Premiership - Brownlow Medal - Team Votes St. Kilda Saints,58,Australian Rules,,,False,False
3289747,AFL Premiership - Brownlow Medal - Team Votes Sydney Swans,58,Australian Rules,,,False,False
3213600,AFL Premiership - Brownlow Medal - Team Votes West Coast Eagles,58,Australian Rules,,,False,False
3213602,AFL Premiership - Brownlow Medal - Team Votes Western Bulldogs,58,Australian Rules,,,False,False
2232281,AFL Premiership - Finals Series - Most Disposals,58,Australian Rules,,,False,False
2232280,AFL Premiership - Finals Series - Most Goals,58,Australian Rules,,,False,False
2848984,AFL Premiership - Regular Season - Most Losses,58,Australian Rules,,,False,False
2848982,AFL Premiership - Regular Season - Winner,58,Australian Rules,,,False,False
2848985,AFL Premiership - To Make The Grand Final,58,Australian Rules,,,False,False
2946762,AFL Premiership - Top Victorian Club,58,Australian Rules,,,False,False
2232248,AFL Premiership 2023 - Awards - Brownlow Medal - Top 3,58,Australian Rules,,,False,False
2232282,AFL Premiership 2023 - Finals Series - Most Marks,58,Australian Rules,,,False,False
4034507,AFL Premiership 2024 - Awards - Brownlow Medal - Top 10,58,Australian Rules,,,False,False
4034505,AFL Premiership 2024 - Awards - Brownlow Medal - Top 3,58,Australian Rules,,,False,False
4034506,AFL Premiership 2024 - Awards - Brownlow Medal - Top 5,58,Australian Rules,,,False,False
4018836,AFL Premiership 2024 - Brownlow Medal - Team Votes Brisbane Lions w/o Lachie Neale,58,Australian Rules,,,False,False
4018849,AFL Premiership 2024 - Brownlow Medal - Team Votes Carlton Blues w/o Patrick Cripps,58,Australian Rules,,,False,False
3363543,AFL Premiership 2024 - Brownlow Medal - Team Votes Collingwood Magpies,58,Australian Rules,,,False,False
4018853,AFL Premiership 2024 - Brownlow Medal - Team Votes Collingwood Magpies w/o Nick Daicos,58,Australian Rules,,,False,False
4018933,AFL Premiership 2024 - Brownlow Medal - Team Votes Essendon Bombers w/o Zach Merrett,58,Australian Rules,,,False,False
4018935,AFL Premiership 2024 - Brownlow Medal - Team Votes Fremantle Dockers w/o Caleb Serong,58,Australian Rules,,,False,False
3985725,AFL Premiership 2024 - Final Series - Most Disposals,58,Australian Rules,,,False,False
