合并列
135299074.0
166526980.0
114819077.0
172326918.0
135331856.0
141721621.0
157712406.0
176193559.0
191430683.0
144375836.0
133201960.0
122224680.0
120127529.0
197656617.0
187400237.0
180518958.0
133922861.0
132448306.0
158647605.0
125927480.0
195100729.0
171409466.0
139690044.0
129957949.0
186744894.0
128254015.0
103252032.0
128843840.0
132186176.0
160923715.0
104333383.0
109117512.0
152141896.0
147292235.0
128680012.0
157483086.0
116031570.0
125796435.0
194838610.0
104202325.0
169148500.0
101122135.0
122880089.0
103710810.0
197328987.0
115736670.0
178192479.0
121831520.0
134676577.0
132513891.0
151289956.0
184025193.0
198738032.0
138641521.0
109936759.0
105578617.0
154239100.0
197918844.0
194904188.0
138084479.0
183238784.0
180584577.0
148013184.0
133890177.0
119603332.0
189104264.0
119505033.0
126779530.0
167772300.0
102006926.0
123764882.0
110624916.0
156926100.0
105775258.0
167805082.0
105447581.0
128417949.0
190906527.0
164003997.0
134185122.0
159154338.0
173408420.0
102072485.0
185663654.0
126877861.0
118685865.0
119537834.0
134250667.0
116916395.0
112918704.0
136446128.0
170361009.0
192741554.0
186351799.0
195231928.0
129171644.0
173768893.0
172916927.0
141295808.0
132677826.0
124289220.0
170197188.0
111706315.0
198836433.0
192348370.0
157614294.0
122028249.0
136544475.0
130154718.0
129925352.0
134185193.0
194969835.0
101875948.0
193298669.0
192938222.0
188711160.0
175964411.0
112099582.0
112034047.0
112984318.0
132645128.0
126386440.0
138019082.0
103710987.0
136511756.0
173244682.0
108593426.0
135889171.0
164299028.0
107839765.0
199459094.0
191856925.0
198246690.0
145686819.0
153026852.0
143425826.0
172982565.0
167641383.0
129564964.0
158204198.0
160694566.0
193790251.0
137527601.0
105283891.0
107315508.0
102662451.0
191627574.0
145948983.0
145326393.0
111608122.0
100237628.0
110625085.0
148930876.0
146571582.0
103743805.0
191889732.0
114950470.0
194150727.0
119406918.0
124944713.0
119046475.0
100860238.0
113639759.0
125698384.0
139395411.0
126517588.0
181600597.0
136577369.0
107348320.0
193462625.0
155058531.0
165216615.0
133071208.0
119898474.0
100073835.0
105775468.0
181207405.0
140837230.0
198312304.0
158695793.0
185827698.0
180846963.0
104104308.0
169542002.0
132809078.0
107053432.0
158335353.0
155025786.0
196739451.0
180617602.0
184484228.0
153059718.0
144769416.0
129171854.0
134676879.0
173834640.0
192250256.0
196313490.0
151093646.0
110723476.0
153584014.0
199688598.0
105709977.0
184189346.0
197394853.0
115966374.0
124551598.0
117113277.0
101482943.0
182059456.0
104137153.0
167248323.0
141427143.0
151290314.0
103612876.0
132612557.0
109609432.0
168591833.0
177275357.0
122683870.0
159285732.0
165970413.0
194773492.0
147423736.0
137626109.0
133202430.0
115278335.0
105087488.0
114131456.0
195789324.0
168428045.0
122061326.0
196837902.0
181043728.0
168591891.0
198574613.0
117375509.0
150897176.0
135496219.0
156238366.0
188383775.0
144441887.0
168886815.0
147227174.0
178389544.0
166953519.0
126845489.0
109642289.0
196805171.0
102564404.0
114164278.0
120980026.0
186909248.0
143458883.0
105611844.0
162333253.0
113148486.0
182616652.0
121274958.0
122913362.0
105153108.0
187695704.0
183468632.0
141460058.0
106005084.0
175932001.0
127828578.0
136020577.0
118096483.0
105775715.0
167707238.0
100794977.0
178324072.0
155484772.0
103940716.0
197853806.0
118653550.0
189563504.0
107184753.0
149848687.0
122487422.0
188908160.0
142705281.0
174883458.0
114393731.0
192447106.0
118456965.0
155157130.0
186483339.0
156205707.0
